No,NO-POL,No Chasis,No Mesin,Category,Count,Lokasi Aktual,Unit Type,Status,type sold,Purchase Date,Aging Inventory,Sales Date,Month,M Act,Aging  Sales,Sold type,Sold Type 2,Unit beli,nan,Biaya Rekondisi,Total COGS,Pendapatan Antar Cabang,Biaya Antar Cabang,Beginning Inventory,Actual Selling Price (exc VADN),Actual Selling Price (in VAT),Transfer Inventory,Ending Inventory,Proposed Trading Margin,Gross profit,%,"fee lelang (1,1%  x (DPP + PPN))",Trading profit,insentif (10% x gross margin),COGS After Sales,Other Revenue,Provision for slow moving stock,Net Trading profit,No Billing,No Invoice,Days_to_Sell
0.8297872340425532,0.43040685224839403,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.8972162740899358,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045665,0.0,0.0,0.44776119402985076,0.25,0.0,0.3422818791946309,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.327217125382263,0.4245614035087719,0.42905405405405406,1.0,0.0,0.0,0.9425742574257426,0.9655172413793103,0.0,0.9425742574257426,1.0,0.0,0.0,1.0,0.9314079422382672,1.0,1.0,0.0
0.0070921985815602835,0.7152034261241971,0.7868852459016393,0.9836065573770493,0.3333333333333333,0.14285714285714285,0.0,0.2505353319057816,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045665,0.0,0.0,0.08955223880597014,0.25,0.0,0.936241610738255,0.5454545454545454,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9357798165137615,0.9298245614035088,0.9290540540540541,1.0,0.0,0.0,0.055445544554455446,0.07302231237322515,0.0,0.055445544554455446,1.0,0.0,0.0,1.0,0.17870036101083034,1.0,1.0,0.0
0.0851063829787234,0.3790149892933619,0.7377049180327869,0.9672131147540984,0.3333333333333333,0.14285714285714285,0.0,0.27194860813704497,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045665,0.0,0.0,0.08955223880597014,0.25,0.0,0.3053691275167785,0.8181818181818182,0.0,0.0,0.3333333333333333,0.3333333333333333,0.29357798165137616,0.3087719298245614,0.3141891891891892,1.0,0.0,0.0,0.3485148514851485,0.13184584178498987,0.0,0.3485148514851485,1.0,0.0,0.0,1.0,0.4981949458483755,1.0,1.0,0.0
0.1631205673758865,0.6488222698072805,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.2955032119914347,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045595,0.0,1970-01-01 00:00:00.000045665,0.0,0.08333333333333333,0.8955223880597015,0.25,0.0,0.5838926174496644,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5840978593272171,0.36140350877192984,0.3614864864864865,1.0,0.0,0.0,0.17425742574257425,0.5010141987829615,0.0,0.17425742574257425,1.0,0.0,0.0,1.0,0.18592057761732853,1.0,1.0,0.0
0.23404255319148937,0.8693790149892934,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.8244111349036403,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045665,0.0,0.25,0.08955223880597014,0.25,0.0,0.5570469798657718,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5535168195718655,0.6350877192982456,0.6452702702702703,1.0,0.0,0.0,0.9465346534653466,0.9168356997971603,0.0,0.9465346534653466,1.0,0.0,0.0,1.0,0.9277978339350181,1.0,1.0,0.0
0.24113475177304963,0.7944325481798715,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.07494646680942185,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045665,0.0,0.25,0.08955223880597014,0.25,0.0,0.4563758389261745,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4617737003058104,0.45964912280701753,0.4628378378378379,1.0,0.0,0.0,0.6316831683168317,0.5192697768762677,0.0,0.6316831683168317,1.0,0.0,0.0,1.0,0.26714801444043323,1.0,1.0,0.0
0.24822695035460993,0.8950749464668095,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.69593147751606,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045665,0.0,0.0,0.44776119402985076,0.25,0.0,0.4697986577181208,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4709480122324159,0.5157894736842106,0.5202702702702703,1.0,0.0,0.0,0.7821782178217822,0.8377281947261663,0.0,0.7821782178217822,1.0,0.0,0.0,1.0,0.7527075812274369,1.0,1.0,0.0
0.2553191489361702,0.8822269807280514,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.5931477516059958,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045665,0.0,0.25,0.08955223880597014,0.25,0.0,0.6543624161073825,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.654434250764526,0.7052631578947368,0.7128378378378378,1.0,0.0,0.0,0.8138613861386139,0.8073022312373225,0.0,0.8138613861386139,1.0,0.0,0.0,1.0,0.779783393501805,1.0,1.0,0.0
0.2624113475177305,0.7130620985010707,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.8222698072805139,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.7910447761194029,0.25,0.0,0.44966442953020136,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.44954128440366975,0.45964912280701753,0.4628378378378379,1.0,0.0,0.0,0.9663366336633663,0.6389452332657201,0.0,0.9663366336633663,1.0,0.0,0.0,1.0,0.8267148014440433,1.0,1.0,0.0
0.2695035460992908,0.5845824411134904,0.7049180327868853,0.49180327868852464,0.3333333333333333,0.14285714285714285,0.0,0.49464668094218417,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045642,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.3731343283582089,0.25,0.0,0.8959731543624161,0.6363636363636364,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8899082568807339,0.9052631578947369,0.9054054054054055,1.0,0.0,0.0,0.6158415841584158,0.6105476673427992,0.0,0.6158415841584158,1.0,0.0,0.0,1.0,0.9223826714801444,1.0,1.0,0.0
0.2765957446808511,0.6209850107066381,0.9836065573770493,0.7049180327868853,0.3333333333333333,0.14285714285714285,0.0,0.30406852248394006,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045653,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.16417910447761194,0.25,0.0,0.9697986577181208,0.5454545454545454,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9724770642201835,0.968421052631579,0.9763513513513514,1.0,0.0,0.0,0.504950495049505,0.5618661257606491,0.0,0.504950495049505,1.0,0.0,0.0,1.0,0.10288808664259928,1.0,1.0,0.0
0.2907801418439716,0.18629550321199145,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.19700214132762314,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.7910447761194029,0.25,0.0,0.47651006711409394,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4801223241590214,0.5684210526315789,0.5709459459459459,1.0,0.0,0.0,0.9702970297029703,0.9391480730223124,0.0,0.9702970297029703,1.0,0.0,0.0,1.0,0.9476534296028881,1.0,1.0,0.0
0.2978723404255319,0.22055674518201285,0.27868852459016397,0.0819672131147541,0.3333333333333333,0.14285714285714285,0.0,0.5160599571734475,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045645,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.3283582089552239,0.25,0.0,0.3959731543624161,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.39755351681957185,0.4245614035087719,0.42905405405405406,1.0,0.0,0.0,0.6594059405940594,0.7991886409736308,0.0,0.6594059405940594,1.0,0.0,0.0,1.0,0.6552346570397112,1.0,1.0,0.0
0.3049645390070922,0.19914346895074947,0.7213114754098361,0.5081967213114754,0.3333333333333333,0.14285714285714285,0.0,0.6852248394004283,0.8333333333333333,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045667,0.0,0.0,0.7910447761194029,0.25,0.0,0.5604026845637584,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5718654434250765,0.6666666666666666,0.6756756756756757,1.0,0.0,0.0,0.9762376237623762,0.922920892494929,0.0,0.9762376237623762,1.0,0.0,0.0,1.0,0.9530685920577617,1.0,1.0,0.0
0.3120567375886525,0.47537473233404715,1.0,1.0,0.6666666666666666,0.42857142857142855,0.0,0.9635974304068523,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045673,0.0,0.0,0.1044776119402985,0.0,0.0,0.6174496644295302,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6207951070336392,0.6877192982456141,0.6925675675675677,1.0,0.0,0.0,0.8732673267326733,0.8519269776876268,0.0,0.8732673267326733,1.0,0.0,0.0,1.0,0.8555956678700362,1.0,1.0,0.0
0.3191489361702128,0.5588865096359743,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.4325481798715204,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045656,0.0,1970-01-01 00:00:00.000045673,0.0,0.25,0.208955223880597,0.25,0.0,0.49328859060402686,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4923547400611621,0.4421052631578947,0.44594594594594594,1.0,0.0,0.0,0.35247524752475246,0.3975659229208925,0.0,0.35247524752475246,1.0,0.0,0.0,1.0,0.4314079422382672,1.0,1.0,0.0
0.326241134751773,0.010706638115631693,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.29122055674518205,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045670,0.0,1970-01-01 00:00:00.000045673,0.0,0.0,0.6119402985074627,0.25,0.0,0.610738255033557,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6116207951070336,0.6912280701754386,0.6993243243243243,1.0,0.0,0.0,0.9207920792079208,0.8843813387423936,0.0,0.9207920792079208,1.0,0.0,0.0,1.0,0.8971119133574007,1.0,1.0,0.0
0.3333333333333333,0.9207708779443255,1.0,1.0,0.6666666666666666,0.2857142857142857,0.0,0.7044967880085653,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045649,0.0,1970-01-01 00:00:00.000045664,0.0,0.25,0.1791044776119403,1.0,1.0,0.04697986577181208,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.04281345565749235,0.06315789473684211,0.0641891891891892,1.0,0.0,0.0,0.22376237623762377,0.5496957403651116,0.0,0.22376237623762377,1.0,0.0,0.0,1.0,0.4512635379061372,1.0,1.0,0.0
0.3404255319148936,0.5695931477516061,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.23554603854389722,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045649,0.0,1970-01-01 00:00:00.000045673,0.0,0.25,0.3582089552238806,0.25,0.0,0.9295302013422818,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9143730886850153,0.8807017543859649,0.8817567567567568,1.0,0.0,0.0,0.3564356435643564,0.24949290060851925,0.0,0.3564356435643564,1.0,0.0,0.0,1.0,0.4548736462093863,1.0,1.0,0.0
0.3475177304964539,0.9764453961456103,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.07922912205567452,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045670,0.0,1970-01-01 00:00:00.000045674,0.0,0.0,0.7910447761194029,0.25,0.0,0.5067114093959731,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5015290519877675,0.5333333333333333,0.5371621621621622,1.0,0.0,0.0,0.6079207920792079,0.7018255578093306,0.0,0.6079207920792079,1.0,0.0,0.0,1.0,0.6046931407942239,1.0,1.0,0.0
0.3546099290780142,0.6188436830835118,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.8501070663811564,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045670,0.0,1970-01-01 00:00:00.000045674,0.0,0.0,0.7910447761194029,0.25,0.0,0.8926174496644295,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8807339449541285,0.8807017543859649,0.8817567567567568,1.0,0.0,0.0,0.4396039603960396,0.002028397565922921,0.0,0.4396039603960396,1.0,0.0,0.0,1.0,0.5451263537906137,1.0,1.0,0.0
0.36879432624113473,0.9207708779443255,1.0,1.0,0.6666666666666666,0.2857142857142857,0.0,0.7044967880085653,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045649,0.0,1970-01-01 00:00:00.000045674,0.0,0.25,0.3731343283582089,0.0,0.0,0.5,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4954128440366973,0.49473684210526314,0.49662162162162166,1.0,0.0,0.0,0.14455445544554454,0.2129817444219067,0.0,0.14455445544554454,1.0,0.0,0.0,1.0,0.19855595667870038,1.0,1.0,0.0
0.375886524822695,0.39186295503211993,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.3019271948608137,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045670,0.0,1970-01-01 00:00:00.000045674,0.0,0.0,0.7910447761194029,0.25,0.0,0.9395973154362416,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.926605504587156,0.9333333333333333,0.9358108108108109,1.0,0.0,0.0,0.700990099009901,0.5314401622718052,0.0,0.700990099009901,1.0,0.0,0.0,1.0,0.444043321299639,1.0,1.0,0.0
0.3829787234042553,0.8372591006423983,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.6231263383297645,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045678,0.0,1970-01-01 00:00:00.000045679,0.0,0.0,0.2537313432835821,0.25,0.0,0.5671140939597316,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5657492354740061,0.5157894736842106,0.5202702702702703,1.0,0.0,0.0,0.3782178217821782,0.3793103448275862,0.0,0.3782178217821782,1.0,0.0,0.0,1.0,0.44945848375451264,1.0,1.0,0.0
0.3900709219858156,0.7858672376873662,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.2119914346895075,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045678,0.0,1970-01-01 00:00:00.000045679,0.0,0.0,0.2537313432835821,0.25,0.0,0.6812080536912751,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6819571865443426,0.6210526315789474,0.6317567567567568,1.0,0.0,0.0,0.27524752475247527,0.26369168356997974,0.0,0.27524752475247527,1.0,0.0,0.0,1.0,0.3555956678700361,1.0,1.0,0.0
0.3971631205673759,0.9014989293361885,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.1563169164882227,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045678,0.0,1970-01-01 00:00:00.000045679,0.0,0.0,0.2537313432835821,0.25,0.0,0.7348993288590604,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7339449541284404,0.6982456140350878,0.7060810810810811,1.0,0.0,0.0,0.2,0.1764705882352941,0.0,0.2,1.0,0.0,0.0,1.0,0.2743682310469314,1.0,1.0,0.0
0.40425531914893614,0.24839400428265526,1.0,1.0,0.3333333333333333,0.14285714285714285,0.0,0.4860813704496788,0.0,0.6666666666666666,1970-01-01 00:00:00.000045673,0.0,1970-01-01 00:00:00.000045681,0.0,0.0,0.9552238805970149,0.25,0.0,0.5805369127516778,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5871559633027523,0.6035087719298246,0.6081081081081081,1.0,0.0,0.0,0.8891089108910891,0.5780933062880325,0.0,0.8891089108910891,1.0,0.0,0.0,1.0,0.996389891696751,1.0,1.0,0.0
0.41134751773049644,0.29336188436830835,1.0,1.0,0.3333333333333333,0.14285714285714285,0.0,0.5096359743040686,0.0,0.6666666666666666,1970-01-01 00:00:00.000045666,0.0,1970-01-01 00:00:00.000045681,0.0,0.0,0.1791044776119403,0.25,0.0,0.9966442953020134,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9969418960244648,0.9929824561403509,0.18243243243243246,1.0,0.0,0.0,0.12277227722772277,0.006085192697768763,0.0,0.12277227722772277,1.0,0.0,0.0,1.0,0.05776173285198556,1.0,1.0,0.0
0.41843971631205673,0.25910064239828695,1.0,1.0,0.3333333333333333,0.14285714285714285,0.0,0.5139186295503212,0.0,0.6666666666666666,1970-01-01 00:00:00.000045636,0.0,1970-01-01 00:00:00.000045681,0.0,0.0,0.6865671641791045,0.25,0.0,0.3389261744966443,0.8181818181818182,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3302752293577982,0.24912280701754386,0.2533783783783784,1.0,0.0,0.0,0.4594059405940594,0.49290060851926976,0.0,0.4594059405940594,1.0,0.0,0.0,1.0,0.5234657039711191,1.0,1.0,0.0
0.425531914893617,0.31905781584582443,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.8800856531049251,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045663,0.0,1970-01-01 00:00:00.000045681,0.0,0.0,0.23880597014925373,0.25,0.0,0.8993288590604027,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8929663608562691,0.8280701754385965,0.8310810810810811,1.0,0.0,0.0,0.007920792079207921,0.35496957403651114,0.0,0.007920792079207921,1.0,0.0,0.0,1.0,0.03249097472924188,1.0,1.0,0.0
0.4326241134751773,0.44753747323340476,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.46895074946466814,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045678,0.0,1970-01-01 00:00:00.000045681,0.0,0.0,0.6119402985074627,0.25,0.0,0.6375838926174496,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6422018348623854,0.6491228070175439,0.6587837837837838,1.0,0.0,0.0,0.996039603960396,0.6024340770791075,0.0,0.996039603960396,1.0,0.0,0.0,1.0,0.8068592057761733,1.0,1.0,0.0
0.44680851063829785,0.3276231263383298,0.45901639344262296,0.24590163934426232,0.3333333333333333,0.14285714285714285,0.0,0.18629550321199145,0.0,0.6666666666666666,1970-01-01 00:00:00.000045649,0.0,1970-01-01 00:00:00.000045659,0.0,0.0,0.1044776119402985,0.25,0.0,0.5201342281879194,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5137614678899083,0.5263157894736842,0.5304054054054055,1.0,0.0,0.0,0.499009900990099,0.9878296146044625,0.0,0.499009900990099,1.0,0.0,0.0,1.0,0.3068592057761733,1.0,1.0,0.0
0.45390070921985815,0.6231263383297645,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.3062098501070664,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045688,0.0,1970-01-01 00:00:00.000045685,0.0,0.0,0.0,0.25,0.0,0.9798657718120806,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9755351681957186,0.9298245614035088,0.9290540540540541,1.0,0.0,0.0,0.4633663366336634,0.29006085192697767,0.0,0.4633663366336634,1.0,0.0,0.0,1.0,0.555956678700361,1.0,1.0,-1.0
0.46099290780141844,0.4325481798715204,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.15203426124197003,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045688,0.0,1970-01-01 00:00:00.000045685,0.0,0.0,0.0,0.25,0.0,0.697986577181208,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7003058103975536,0.7192982456140351,0.7263513513513514,1.0,0.0,0.0,0.6752475247524753,0.6795131845841785,0.0,0.6752475247524753,1.0,0.0,0.0,1.0,0.6371841155234658,1.0,1.0,-1.0
0.46808510638297873,0.7687366167023555,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.19271948608137046,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045688,0.0,1970-01-01 00:00:00.000045688,0.0,0.0,0.07462686567164178,0.25,0.0,0.6308724832214765,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6330275229357798,0.6280701754385966,0.6385135135135136,1.0,0.0,0.0,0.1603960396039604,0.02028397565922921,0.0,0.1603960396039604,1.0,0.0,0.0,1.0,0.47653429602888087,1.0,1.0,0.0
0.47517730496453897,0.019271948608137045,1.0,1.0,0.6666666666666666,0.14285714285714285,0.0,0.28051391862955033,0.16666666666666666,0.6666666666666666,1970-01-01 00:00:00.000045688,0.0,1970-01-01 00:00:00.000045687,0.0,0.0,0.05970149253731343,0.25,0.0,0.848993288590604,0.36363636363636365,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8409785932721713,0.8070175438596492,0.8108108108108109,1.0,0.0,0.0,0.2851485148514852,0.2251521298174442,0.0,0.2851485148514852,1.0,0.0,0.0,1.0,0.3808664259927798,1.0,1.0,-1.0
